MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
3507_10,0.072681,0.092331,0.442822,0.268144,0.21734,0.344953,0.539948,0.092861,0.448047,0.12818,0.09737,0.591001,0.272733,0.419819,0.266757,0.23978,0.435545,0.140136,0.492729,0.412422,0.072845,0.357085,0.306689,0.157917,0.287599,0.36171,0.555435,0.31036,0.533449,0.294766,0.287618,0.243558,0.05772,0.535691,0.325299,0.582601,0.556428,0.16194,0.536862,0.416368,0.311731,0.260077,0.056179,0.235414,0.461265,0.401348,0.138455,0.14112,0.49719,0.167818,0.030622,0.325386,0.389736,0.617955,0.543169,0.399921,0.145403,0.370002,0.783916,0.134078,0.430626,0.395937,0.405218,0.67207,0.390207,0.410187,0.401937,0.397717,0.521623,0.299172,0.617955,0.293428,0.523783,0.224755,0.304119,0.503552,0.56579,Control,Memantine,C/S,c-CS-m
3507_11,0.080949,0.0999,0.513277,0.310332,0.198596,0.362852,0.47738,0.110838,0.48652,0.12601,0.099644,0.673391,0.302402,0.552199,0.31908,0.231701,0.453682,0.161597,0.515283,0.445031,0.090654,0.400722,0.404142,0.169448,0.297637,0.379527,0.583514,0.356283,0.574552,0.32209,0.331458,0.269353,0.070038,0.532378,0.292172,0.607141,0.557355,0.205197,0.481164,0.466103,0.324919,0.282937,0.069556,0.219804,0.460885,0.375701,0.141556,0.173329,0.521203,0.207753,0.036983,0.324159,0.446896,0.469768,0.602614,0.570642,0.156537,0.321514,0.800408,0.156464,0.49002,0.436902,0.417229,0.664778,0.389342,0.403846,0.370806,0.461717,0.543065,0.299172,0.469768,0.338576,0.563197,0.224755,0.304119,0.480803,0.590645,Control,Memantine,C/S,c-CS-m
3507_12,0.094753,0.114998,0.510348,0.37018,0.260765,0.388195,0.540988,0.135653,0.48474,0.150122,0.105217,0.628893,0.407329,0.521239,0.324105,0.271192,0.484326,0.195156,0.586812,0.492213,0.095047,0.497762,0.368991,0.186019,0.331015,0.393351,0.698553,0.406273,0.622595,0.336561,0.381175,0.311073,0.074324,0.613786,0.303822,0.640443,0.550426,0.25119,0.514315,0.49527,0.379179,0.309576,0.073288,0.253435,0.435493,0.407297,0.147102,0.204039,0.499542,0.24368,0.039993,0.327982,0.427037,0.645176,0.573103,0.761881,0.161964,0.354051,0.83935,0.14915,0.502288,0.456502,0.434618,0.663492,0.495718,0.42292,0.429211,0.409537,0.640887,0.299172,0.645176,0.439504,0.44947,0.224755,0.304119,0.571518,0.59213,Control,Memantine,C/S,c-CS-m
3507_13,0.08774,0.104489,0.578378,0.329791,0.187125,0.385951,0.622677,0.08906,0.590049,0.146441,0.112321,0.702166,0.409918,0.564199,0.314952,0.269801,0.460954,0.144206,0.627791,0.48203,0.100651,0.473337,0.583488,0.1748,0.265135,0.377066,0.614569,0.448158,0.811633,0.439135,0.507085,0.245663,0.08821,0.642131,0.324636,0.702697,0.643966,0.250662,0.526226,0.537534,0.498341,0.443754,0.089161,0.151987,0.416193,0.411276,0.152528,0.20868,0.443577,0.162702,0.054146,0.317323,0.313905,0.465719,0.428469,0.419224,0.134732,0.445257,0.831604,0.176,0.506163,0.508895,0.373109,0.627086,0.626427,0.491274,0.420662,0.577971,0.70468,0.299172,0.465719,0.439775,0.509709,0.224755,0.304119,0.683759,0.563118,Control,Memantine,C/S,c-CS-m
3507_14,0.087028,0.097676,0.471372,0.289764,0.182712,0.433344,0.505724,0.067428,0.645442,0.134174,0.099424,0.672369,0.320196,0.551164,0.307479,0.238922,0.435011,0.1343,0.523101,0.445766,0.090467,0.505321,0.357148,0.158966,0.242438,0.36602,0.672847,0.506471,0.521461,0.384844,0.430189,0.226313,0.074925,0.580667,0.358037,0.644763,0.604523,0.216209,0.540548,0.437763,0.380342,0.395596,0.088849,0.136804,0.403206,0.394836,0.145896,0.197636,0.492717,0.181082,0.029016,0.319956,0.338274,0.464058,0.522628,0.485424,0.142156,0.379212,0.860598,0.150418,0.492519,0.488397,0.385759,0.577027,0.592133,0.460079,0.385485,0.608302,0.744027,0.299172,0.464058,0.54532,0.49208,0.224755,0.304119,0.666584,0.530688,Control,Memantine,C/S,c-CS-m
3507_15,0.080634,0.102687,0.566569,0.30862,0.194156,0.379299,0.536418,0.07535,0.658778,0.139913,0.105833,0.673923,0.386586,0.517742,0.325696,0.247854,0.441791,0.151515,0.533457,0.489399,0.118033,0.555589,0.408449,0.166227,0.256648,0.376732,0.588438,0.407265,0.564802,0.383812,0.4937,0.236493,0.078916,0.631107,0.408526,0.657301,0.586379,0.24975,0.510028,0.456909,0.399952,0.387698,0.082108,0.141968,0.405587,0.37702,0.149776,0.202061,0.465755,0.204166,0.027931,0.325862,0.322167,0.57266,0.467197,0.588984,0.156516,0.437586,0.822141,0.150663,0.500407,0.470887,0.395833,0.589474,0.548902,0.460159,0.407948,0.548564,0.752956,0.299172,0.57266,0.417702,0.534374,0.224755,0.304119,0.667568,0.54241,Control,Memantine,C/S,c-CS-m
3520_1,0.252245,0.330914,0.728138,0.606477,0.449692,0.378068,0.461786,0.449953,0.693642,0.255927,0.267866,0.650893,0.831447,0.629634,0.53648,0.423909,0.616741,0.663994,0.766518,0.632224,0.250789,0.391336,0.283133,0.519508,0.527708,0.593946,0.625453,0.58445,0.851965,0.342127,0.52171,0.552082,0.068651,0.547001,0.265904,0.634451,0.472164,0.390505,0.563438,0.493572,0.270113,0.37712,0.215156,0.527715,0.713363,0.506093,0.649884,0.214634,0.936424,0.583034,0.152979,0.315146,0.614386,0.698785,0.571687,0.84245,0.349408,0.239187,0.633228,0.12884,0.419157,0.501328,0.688774,0.697424,0.247806,0.452066,0.756724,0.44254,0.275507,0.099548,0.698785,0.129989,0.476308,0.204019,0.146235,0.332097,0.669769,Control,Memantine,C/S,c-CS-m
3520_2,0.260272,0.330929,0.731308,0.668676,0.457064,0.382256,0.483012,0.407427,0.676068,0.277143,0.268009,0.667673,0.881015,0.626346,0.540782,0.469324,0.635384,0.690304,0.793192,0.637416,0.245669,0.390761,0.320119,0.52057,0.554322,0.618299,0.668028,0.604891,0.91763,0.330563,0.5338,0.539145,0.068645,0.567999,0.259453,0.664137,0.46544,0.410237,0.550681,0.496954,0.281052,0.392991,0.20312,0.575519,0.735506,0.513093,0.62542,0.220465,0.948619,0.634551,0.157046,0.325587,0.646182,0.714449,0.672147,0.85431,0.358023,0.234068,0.63937,0.137691,0.428325,0.562386,0.68761,0.750002,0.322248,0.461527,0.75374,0.414802,0.284689,0.141364,0.714449,0.159616,0.498711,0.185405,0.151249,0.332097,0.678615,Control,Memantine,C/S,c-CS-m
3520_3,0.257546,0.325806,0.720693,0.676657,0.467587,0.388126,0.49787,0.421792,0.62875,0.271376,0.239467,0.677886,0.855569,0.640041,0.514626,0.467606,0.640831,0.702391,0.794358,0.633988,0.248213,0.428245,0.303157,0.5264,0.545314,0.580949,0.642938,0.625335,0.873971,0.306466,0.55785,0.552282,0.071218,0.553736,0.251762,0.672589,0.470448,0.402625,0.552802,0.522349,0.443974,0.39717,0.200706,0.596497,0.666509,0.576759,0.618566,0.222573,0.93944,0.666241,0.153744,0.322619,0.638751,0.796804,0.667585,0.859192,0.345061,0.29975,0.673334,0.141459,0.413229,0.532932,0.668491,0.737454,0.309672,0.562018,0.725329,0.422591,0.310538,0.11562,0.796804,0.170969,0.533002,0.173848,0.160444,0.332097,0.674042,Control,Memantine,C/S,c-CS-m
3520_4,0.221167,0.282685,0.664935,0.586677,0.402411,0.412606,0.495305,0.43854,0.569755,0.207967,0.20689,0.647228,0.77225,0.627446,0.463367,0.367842,0.568841,0.695665,0.844095,0.562037,0.222567,0.386205,0.32833,0.383777,0.43351,0.568762,0.640197,0.637185,0.770439,0.35626,0.470314,0.493655,0.063833,0.560085,0.273828,0.656089,0.478502,0.319687,0.570753,0.458557,0.330821,0.356455,0.383378,0.460989,0.65168,0.454443,0.686593,0.202702,0.75706,0.491533,0.157789,0.314195,0.588095,0.660554,0.565595,0.790117,0.304091,0.28439,0.592413,0.133399,0.481515,0.48152,0.662815,0.729142,0.272843,0.469646,0.736817,0.367221,0.330563,0.106884,0.660554,0.147259,0.401587,0.188229,0.209201,0.332097,0.706387,Control,Memantine,C/S,c-CS-m
3520_5,0.204414,0.25191,0.635103,0.544088,0.374222,0.399207,0.479063,0.404027,0.476275,0.226509,0.197994,0.649482,0.751251,0.618701,0.419705,0.367665,0.573722,0.660353,0.839152,0.551345,0.228491,0.388988,0.332184,0.336375,0.399072,0.583049,0.622368,0.528022,0.79576,0.302674,0.456103,0.461733,0.064903,0.5268,0.255465,0.63287,0.46664,0.309166,0.563747,0.469413,0.281691,0.335677,0.325194,0.460582,0.591556,0.452513,0.643194,0.203363,0.798409,0.523067,0.157503,0.318164,0.590233,0.744092,0.611327,0.797529,0.330114,0.310686,0.56508,0.112301,0.471089,0.508676,0.641254,0.727331,0.318875,0.46764,0.709702,0.359979,0.324509,0.150692,0.744092,0.143052,0.47468,0.188259,0.186875,0.332097,0.684506,Control,Memantine,C/S,c-CS-m
3520_6,0.199585,0.264864,0.616926,0.566482,0.368899,0.407026,0.504792,0.410333,0.492357,0.235941,0.197388,0.659181,0.799274,0.626686,0.484912,0.375453,0.579157,0.719484,0.846307,0.570696,0.232751,0.410187,0.337662,0.346406,0.413814,0.574707,0.667108,0.53483,0.791258,0.334444,0.50447,0.488094,0.065098,0.53661,0.278105,0.666582,0.51671,0.305099,0.541733,0.473591,0.411618,0.35446,0.342189,0.430494,0.541044,0.451526,0.681455,0.209522,0.789876,0.588944,0.15207,0.319198,0.622712,0.801271,0.582851,0.837136,0.275336,0.320827,0.530702,0.126993,0.495304,0.507465,0.600928,0.695039,0.350732,0.493806,0.688782,0.340142,0.340043,0.130588,0.801271,0.138238,0.488251,0.182232,0.194228,0.332097,0.656761,Control,Memantine,C/S,c-CS-m
3520_7,0.200078,0.209494,0.558638,0.47896,0.332546,0.411499,0.469167,0.368776,0.493574,0.218764,0.175425,0.627898,0.672324,0.613728,0.419426,0.306067,0.539902,0.682929,0.820741,0.521655,0.224395,0.377252,0.343441,0.276413,0.327701,0.568131,0.632062,0.454085,0.721953,0.450937,0.366404,0.381789,0.056446,0.46444,0.212411,0.603066,0.447484,0.248167,0.497611,0.399548,0.260264,0.345609,0.476682,0.350269,0.524707,0.421759,0.706024,0.196488,0.678943,0.409361,0.139478,0.315252,0.554259,0.650639,0.553914,0.726428,0.247483,0.250873,0.55423,0.097279,0.396181,0.521872,0.532093,0.684506,0.312338,0.498528,0.598143,0.358232,0.382787,0.205627,0.650639,0.144791,0.456427,0.23201,0.322786,0.332097,0.691171,Control,Memantine,C/S,c-CS-m
3520_8,0.193332,0.202727,0.565513,0.454439,0.320212,0.440519,0.567382,0.356629,0.429384,0.20437,0.165879,0.609705,0.641357,0.598909,0.391796,0.299492,0.510674,0.695247,0.816797,0.482068,0.207771,0.402241,0.334766,0.241581,0.320868,0.5567,0.599391,0.448028,0.689133,0.414201,0.381424,0.374315,0.045841,0.45831,0.183729,0.575339,0.42121,0.226474,0.500368,0.392878,0.248291,0.262967,0.429009,0.356559,0.471181,0.368683,0.663589,0.209268,0.673114,0.455487,0.139623,0.312612,0.55439,0.667297,0.565619,0.728655,0.263883,0.291542,0.519466,0.097093,0.38981,0.548028,0.509643,0.666148,0.343971,0.488187,0.57137,0.379594,0.374735,0.223494,0.667297,0.1691,0.465261,0.223178,0.268645,0.332097,0.528494,Control,Memantine,C/S,c-CS-m
3520_9,0.159254,0.217064,0.507971,0.455943,0.280731,0.434372,0.454857,0.332236,0.417662,0.210582,0.165038,0.613652,0.601212,0.607112,0.365446,0.287203,0.496702,0.67459,0.798676,0.478748,0.213329,0.336618,0.321018,0.233556,0.302232,0.55126,0.605486,0.432549,0.6709,0.296537,0.360724,0.346958,0.041177,0.423238,0.183762,0.594222,0.420143,0.244211,0.579097,0.367442,0.241884,0.277381,0.420499,0.345893,0.449511,0.388956,0.677764,0.206979,0.669066,0.518941,0.137349,0.313911,0.565322,0.719307,0.562912,0.768245,0.237303,0.294024,0.48452,0.10179,0.360038,0.513184,0.501144,0.656768,0.333838,0.488694,0.583818,0.369959,0.394775,0.232763,0.719307,0.150924,0.463188,0.208842,0.252552,0.332097,0.62128,Control,Memantine,C/S,c-CS-m
3520_10,0.207943,0.199964,0.510559,0.393977,0.232706,0.404095,0.539752,0.296095,0.486607,0.187115,0.162018,0.585753,0.675302,0.632615,0.298976,0.247954,0.462875,0.660119,0.876558,0.445014,0.205559,0.380241,0.331195,0.207007,0.229003,0.505544,0.672987,0.444915,0.676686,0.438387,0.333354,0.284682,0.051904,0.42455,0.1847,0.551519,0.546981,0.197271,0.417518,0.39289,0.259123,0.209369,0.483905,0.305226,0.437613,0.425623,0.680001,0.187583,0.668402,0.261276,0.121818,0.303581,0.528523,0.427475,0.434126,0.663822,0.191431,0.209579,0.448052,0.070214,0.268111,0.339087,0.381344,0.611636,0.257031,0.448062,0.688612,0.538414,0.488654,0.259264,0.427475,0.306013,0.378126,0.218429,0.200151,0.332097,0.639763,Control,Memantine,C/S,c-CS-m
3520_11,0.199538,0.189397,0.518383,0.432106,0.235958,0.40317,0.555015,0.316089,0.567899,0.204941,0.16087,0.62571,0.664738,0.617159,0.327823,0.259916,0.489672,0.666996,0.823499,0.461424,0.208258,0.497594,0.395439,0.212182,0.244395,0.525797,0.686025,0.625129,0.661796,0.435963,0.318111,0.295735,0.058401,0.519132,0.208384,0.560099,0.579362,0.202753,0.451267,0.402367,0.290533,0.255852,0.481359,0.304269,0.404102,0.426985,0.702238,0.163246,0.682734,0.280962,0.123123,0.309319,0.529639,0.54903,0.442768,0.694474,0.198223,0.244193,0.476527,0.074021,0.307173,0.361877,0.394804,0.610768,0.215153,0.429428,0.664926,0.507697,0.509787,0.241596,0.54903,0.339532,0.36019,0.248847,0.228604,0.332097,0.638994,Control,Memantine,C/S,c-CS-m
3520_12,0.15953,0.193492,0.576409,0.392663,0.211354,0.417929,0.525174,0.282623,0.489239,0.195261,0.169609,0.601926,0.626115,0.609038,0.364587,0.267445,0.456246,0.643499,0.796379,0.460398,0.214138,0.40651,0.396598,0.192874,0.236638,0.535983,0.664495,0.468362,0.644565,0.380091,0.355737,0.285935,0.052463,0.457944,0.201145,0.579714,0.524794,0.198926,0.44527,0.382992,0.264299,0.213586,0.507392,0.274779,0.397064,0.411012,0.663998,0.178539,0.662659,0.366262,0.124709,0.309091,0.464001,0.377621,0.393683,0.576038,0.21198,0.235144,0.46098,0.064692,0.296248,0.353148,0.387427,0.57131,0.171456,0.368998,0.652312,0.526954,0.468232,0.26398,0.377621,0.411382,0.366766,0.255272,0.262229,0.332097,0.643313,Control,Memantine,C/S,c-CS-m
3520_13,0.15455,0.183648,0.497712,0.362437,0.191568,0.483477,0.694723,0.270665,0.524769,0.177148,0.162574,0.617049,0.565264,0.649316,0.342532,0.216059,0.445725,0.595195,0.822998,0.431594,0.226567,0.38466,0.480609,0.197898,0.183647,0.526773,0.774872,0.624197,0.62414,0.475013,0.307083,0.253721,0.05903,0.455649,0.217521,0.541891,0.591082,0.181269,0.460215,0.396976,0.242742,0.227498,0.475741,0.228649,0.377318,0.392972,0.688645,0.171399,0.596663,0.256375,0.113038,0.29069,0.441573,0.464919,0.474447,0.656648,0.183942,0.241084,0.43856,0.071138,0.423103,0.368624,0.516792,0.58607,0.352386,0.413186,0.742379,0.578027,0.597322,0.365237,0.464919,0.382583,0.386659,0.277448,0.317374,0.332097,0.611684,Control,Memantine,C/S,c-CS-m
3520_14,0.169259,0.183966,0.546027,0.394601,0.212402,0.459549,0.570018,0.282986,0.580825,0.183395,0.149584,0.664091,0.634269,0.6308,0.369149,0.233638,0.464535,0.613884,0.854755,0.449696,0.185454,0.525788,0.512214,0.209474,0.200661,0.500424,0.814644,0.490924,0.662575,0.475712,0.892594,0.275358,0.061506,0.542487,0.267461,0.561314,0.610556,0.225375,0.516673,0.436934,0.32468,0.234772,0.539119,0.236928,0.386472,0.445791,0.723205,0.14066,0.627875,0.277681,0.115093,0.672447,0.49168,0.479343,0.503553,0.733612,0.203002,0.326884,0.433863,0.029955,0.456061,0.347028,0.543328,0.598704,0.352133,0.415668,0.739902,0.61986,0.630286,0.360952,0.479343,0.415192,0.386766,0.28501,0.45985,0.332097,0.611338,Control,Memantine,C/S,c-CS-m
3520_15,0.156069,0.185091,0.505202,0.354343,0.190615,0.439956,0.594544,0.259589,0.476765,0.165475,0.157378,0.600487,0.657265,0.647013,0.336935,0.21673,0.43671,0.576968,0.803679,0.421202,0.20144,0.484594,0.425043,0.179883,0.180697,0.502102,0.668744,0.447589,0.610846,0.43257,0.410145,0.249881,0.056298,0.52734,0.261376,0.588029,0.546531,0.201394,0.450991,0.390885,0.285345,0.203287,0.544354,0.22102,0.370886,0.397728,0.690285,0.172509,0.632247,0.314774,0.115288,0.320535,0.428435,0.395226,0.422976,0.636158,0.181769,0.293601,0.452179,0.020611,0.418552,0.343046,0.535704,0.555245,0.296186,0.369905,0.650934,0.687052,0.630158,0.437586,0.395226,0.399829,0.447094,0.316582,0.393829,0.332097,0.626366,Control,Memantine,C/S,c-CS-m
3521_1,0.26946,0.321742,0.855284,0.566494,0.448116,0.333788,0.521584,0.421419,0.852395,0.264545,0.286605,0.610075,0.7073,0.596107,0.483833,0.434494,0.577108,0.572357,0.602141,0.68458,0.258068,0.444724,0.387603,0.654915,0.604899,0.610982,0.667157,0.759334,0.861441,0.400086,0.604889,0.655143,0.087712,0.6242,0.274671,0.642623,0.484582,0.47822,0.51414,0.516499,0.364811,0.394776,0.119029,0.423274,0.5326,0.481749,0.407871,0.222854,0.649881,0.637891,0.1009,0.316963,0.575526,0.619,0.574413,0.634943,0.228281,0.201337,0.526433,0.104035,0.273908,0.433514,0.416682,0.578055,0.249282,0.355732,0.559627,0.495576,0.167565,0.071623,0.619,0.111911,0.414614,0.098924,0.099003,0.104372,0.566913,Control,Memantine,C/S,c-CS-m
3521_2,0.267134,0.347177,0.870843,0.622446,0.480089,0.337424,0.534499,0.430605,0.832236,0.240753,0.306814,0.666637,0.700618,0.59777,0.510917,0.455175,0.582598,0.599014,0.600963,0.693178,0.289924,0.456589,0.392039,0.633212,0.638286,0.586314,0.667359,0.710043,0.881192,0.46132,0.624542,0.656638,0.093274,0.627846,0.26951,0.660077,0.469181,0.485497,0.519833,0.51383,0.381376,0.415605,0.130762,0.433446,0.485954,0.426854,0.375659,0.23121,0.666991,0.614142,0.102998,0.315021,0.566611,0.668443,0.544803,0.597249,0.213761,0.18934,0.493672,0.108766,0.321064,0.457374,0.40338,0.616834,0.29946,0.374675,0.552252,0.427293,0.176412,0.121859,0.668443,0.089915,0.426491,0.102772,0.12325,0.109956,0.559264,Control,Memantine,C/S,c-CS-m
3521_3,0.262611,0.297219,0.827395,0.589847,0.403049,0.329163,0.498449,0.414881,0.771004,0.231606,0.29833,0.662563,0.665613,0.58168,0.477077,0.431739,0.571574,0.60811,0.591605,0.652803,0.266618,0.441141,0.382715,0.639266,0.588472,0.604329,0.641468,0.655662,0.847395,0.389683,0.618639,0.592267,0.090485,0.628201,0.261914,0.634898,0.444504,0.4398,0.494399,0.504533,0.364768,0.420295,0.118417,0.416162,0.492616,0.445062,0.394211,0.225029,0.661087,0.739553,0.099666,0.311926,0.588528,0.643021,0.458011,0.566668,0.217938,0.168798,0.497457,0.114447,0.295454,0.507822,0.391656,0.555665,0.299308,0.415595,0.542624,0.425152,0.202368,0.101612,0.643021,0.077749,0.431005,0.120402,0.133898,0.113094,0.559191,Control,Memantine,C/S,c-CS-m
3521_4,0.211189,0.274956,0.711142,0.515184,0.382722,0.363557,0.494036,0.636403,0.629781,0.23577,0.242992,0.650001,0.647354,0.603788,0.382248,0.362086,0.543363,0.61978,0.819136,0.603766,0.27156,0.429308,0.369505,0.404144,0.485113,0.605525,0.645958,0.560234,0.793877,0.363022,0.528232,0.581823,0.090642,0.57973,0.259092,0.654188,0.503822,0.391662,0.500526,0.492207,0.433664,0.331608,0.241885,0.38037,0.468329,0.448172,0.460125,0.205847,0.558583,0.557157,0.092436,0.311724,0.553052,0.577325,0.547292,0.641442,0.200156,0.185978,0.490004,0.099973,0.285639,0.364569,0.386408,0.6078,0.193221,0.359398,0.589733,0.435982,0.219364,0.048947,0.577325,0.082755,0.396504,0.089987,0.087858,0.1292,0.641111,Control,Memantine,C/S,c-CS-m
3521_5,0.248461,0.267553,0.713996,0.498896,0.424627,0.373748,0.494848,0.638696,0.600333,0.239485,0.235494,0.652483,0.643191,0.607661,0.340058,0.373542,0.513282,0.622003,0.76284,0.584417,0.248154,0.424031,0.347925,0.36669,0.470973,0.593644,0.642876,0.557994,0.796159,0.353171,0.533531,0.560058,0.07877,0.608941,0.248577,0.625342,0.479458,0.384394,0.508364,0.482431,0.347443,0.354458,0.227641,0.365415,0.423419,0.432882,0.475772,0.248286,0.573154,0.601974,0.095694,0.313398,0.569811,0.662812,0.520035,0.568581,0.19212,0.202603,0.482628,0.099687,0.343079,0.39627,0.391741,0.595805,0.239646,0.399618,0.578643,0.436402,0.224126,0.106627,0.662812,0.109652,0.384636,0.095708,0.090911,0.174951,0.664692,Control,Memantine,C/S,c-CS-m
3521_6,0.205851,0.264425,0.697149,0.475502,0.419707,0.363898,0.480685,0.593668,0.58867,0.212944,0.238415,0.636405,0.610155,0.589948,0.363487,0.367044,0.514566,0.608702,0.74509,0.581247,0.259734,0.426931,0.319813,0.373095,0.44636,0.607242,0.633293,0.556139,0.792544,0.34398,0.505678,0.553661,0.078488,0.546309,0.219471,0.632794,0.452864,0.33917,0.48654,0.482301,0.347828,0.338347,0.222235,0.34049,0.457649,0.445091,0.437113,0.229389,0.596498,0.635245,0.089886,0.299013,0.569215,0.612385,0.543939,0.533387,0.206389,0.20442,0.462466,0.098378,0.32239,0.434671,0.363275,0.609982,0.238735,0.37087,0.551667,0.401174,0.214782,0.095073,0.612385,0.037064,0.417229,0.086876,0.126877,0.164131,0.616758,Control,Memantine,C/S,c-CS-m
3521_7,0.179663,0.21392,0.649206,0.443331,0.34911,0.416515,0.456909,0.606823,0.503885,0.221383,0.191254,0.633013,0.535664,0.55149,0.305255,0.294937,0.469844,0.587645,0.698374,0.526766,0.238933,0.395608,0.284365,0.280171,0.395542,0.581315,0.608396,0.601632,0.724293,0.335104,0.419212,0.457126,0.056755,0.493828,0.1933,0.588134,0.466075,0.303972,0.452934,0.443164,0.289361,0.249532,0.329103,0.289538,0.447468,0.414227,0.495664,0.222149,0.502292,0.458845,0.086856,0.302717,0.58735,0.494439,0.839114,0.553506,0.198089,0.220198,0.455015,0.093421,0.349452,0.285332,0.357505,0.593115,0.142598,0.354573,0.576667,0.439472,0.267952,0.073572,0.494439,0.079709,0.345117,0.106691,0.115918,0.1471,0.656608,Control,Memantine,C/S,c-CS-m
3521_8,0.208283,0.253657,0.601226,0.436173,0.354174,0.366961,0.453601,0.605304,0.490688,0.194654,0.198787,0.611675,0.526879,0.569795,0.307472,0.304294,0.451569,0.564247,0.745892,0.53125,0.219074,0.375419,0.315223,0.277719,0.379224,0.582977,0.602929,0.478046,0.726305,0.324116,0.443577,0.482207,0.058384,0.48227,0.182808,0.570743,0.464156,0.293716,0.451778,0.435546,0.289025,0.243874,0.282489,0.29156,0.429455,0.409191,0.509501,0.220248,0.514982,0.53298,0.085299,0.324242,0.61212,0.588191,0.588756,0.55319,0.203282,0.261881,0.426911,0.102388,0.354653,0.31268,0.354593,0.599094,0.207367,0.374225,0.599846,0.499995,0.280983,0.081615,0.588191,0.061171,0.389553,0.085639,0.097658,0.157754,0.616146,Control,Memantine,C/S,c-CS-m
3521_9,0.199717,0.250269,0.619909,0.430478,0.373825,0.372904,0.466483,0.609292,0.476325,0.205435,0.216944,0.62097,0.514669,0.566981,0.276588,0.312425,0.480832,0.580409,0.748856,0.55384,0.21863,0.389609,0.32455,0.279758,0.388508,0.584197,0.622769,0.495136,0.727547,0.328274,0.441674,0.459288,0.070617,0.503342,0.1672,0.589506,0.44557,0.05318,0.453003,0.420647,0.286495,0.274444,0.274499,0.252752,0.391387,0.433947,0.492097,0.207148,0.518791,0.543673,0.084765,0.315293,0.555373,0.582607,0.491265,0.491615,0.198321,0.24381,0.419691,0.094903,0.351498,0.310728,0.352438,0.576098,0.193483,0.382686,0.613164,0.390676,0.269697,0.074706,0.582607,0.056145,0.365624,0.104104,0.098656,0.177725,0.598474,Control,Memantine,C/S,c-CS-m
3521_10,0.165665,0.193859,0.575689,0.373748,0.309914,0.382774,0.604654,0.558316,0.460138,0.200437,0.184589,0.680037,0.519531,0.608604,0.237498,0.250183,0.427434,0.499792,0.813398,0.493113,0.228305,0.404929,0.329716,0.194985,0.308495,0.564456,0.639879,0.478156,0.68649,0.349274,0.389294,0.400568,0.056561,0.476874,0.168094,0.57039,0.465962,0.256708,0.435731,0.430195,0.279303,0.234842,0.34244,0.228108,0.415207,0.42288,0.484458,0.192759,0.470018,0.448028,0.079926,0.317115,0.520169,0.547164,0.482331,0.597625,0.178365,0.269472,0.40932,0.097814,0.339242,0.293802,0.34132,0.587082,0.192438,0.423404,0.614484,0.464175,0.267937,0.108867,0.547164,0.057823,0.35567,0.086154,0.085607,0.187586,0.648151,Control,Memantine,C/S,c-CS-m
3521_11,0.199619,0.23648,0.584479,0.377325,0.310788,0.394199,0.500161,0.579334,0.474862,0.199469,0.205183,0.645176,0.573856,0.626498,0.280546,0.25407,0.456557,0.531128,0.753361,0.503475,0.238709,0.42109,0.382377,0.198192,0.311218,0.580791,0.647979,0.481242,0.703793,0.378416,0.417367,0.38595,0.062297,0.477813,0.184768,0.561686,0.418929,0.259416,0.462406,0.403496,0.344734,0.281386,0.378524,0.222495,0.396915,0.430486,0.485612,0.195995,0.485768,0.472952,0.084975,0.322163,0.564508,0.550843,0.516467,0.536586,0.193683,0.276064,0.413752,0.094069,0.334374,0.369609,0.345368,0.580302,0.189786,0.421751,0.638452,0.455984,0.275122,0.094592,0.550843,0.091228,0.374566,0.090188,0.114962,0.195718,0.636483,Control,Memantine,C/S,c-CS-m
